departamento,municipio,ubicacion,altitud
antioquia,caucasia,"(8.02544444, -75.08975)",23
norte de santander,villa caro,"(8.02527778, -73.01861111)",2240
norte de santander,cúcuta,"(8.02636111, -72.35397222)",1492
norte de santander,ábrego,"(8.0305, -73.21813889)",1420
norte de santander,el zulia,"(8.01666667, -72.6)",150
antioquia,nechí,"(8.03111111, -74.70611111)",20
cesar,chimichagua,"(9.26008333, -73.80986111)",138
bolívar,mompós,"(9.26277778, -74.43555556)",20
bolívar,cicuco,"(9.27388889, -74.64638889)",20
bolívar,magangué,"(9.28194444, -74.84527778)",18
sucre,sincelejo,"(9.29333333, -75.49194444)",58
córdoba,lorica,"(9.29722222, -75.89277778)",20
córdoba,montelíbano,"(8.03, -75.68)",96
norte de santander,ábrego,"(8.03333333, -73.21666667)",1410
córdoba,san andrés de sotavento,"(9.26666667, -75.5)",50
sucre,sincelejo,"(9.26666667, -75.48333333)",58
córdoba,lorica,"(9.3, -75.9)",4
córdoba,lorica,"(9.3, -75.88333333)",4
córdoba,lorica,"(9.3, -75.85)",50
córdoba,lorica,"(9.3, -75.85)",50
sucre,sampués,"(9.31638889, -75.3875)",160
magdalena,santa ana,"(9.32025278, -74.57455833)",18
sucre,san juan de betulia (betulia),"(9.32055556, -75.30361111)",180
sucre,corozal,"(9.33388889, -75.28305556)",166
córdoba,san bernardo del viento,"(9.33611111, -75.9375)",3
córdoba,san andrés de sotavento,"(9.25111111, -75.49166667)",75
sucre,corozal,"(9.3, -75.28333333)",120
bolívar,cicuco,"(9.3, -74.68333333)",15
sucre,sincelejo,"(9.30816667, -75.40683333)",200
córdoba,lorica,"(9.31666667, -75.88333333)",4
sucre,sincelejo,"(9.31666667, -75.38333333)",98
sucre,san juan de betulia (betulia),"(9.33333333, -75.18333333)",150
córdoba,san bernardo del viento,"(9.35, -75.95)",2
córdoba,san antero,"(9.35, -75.86666667)",1
córdoba,san antero,"(9.35222222, -75.71888889)",40
sucre,buenavista (sucre),"(9.35944444, -74.94083333)",100
cesar,chiriguaná,"(9.36102778, -73.59338889)",40
la guajira,riohacha,"(11.52961111, -72.91766667)",4
la guajira,manaure,"(11.65027778, -72.78675)",3
la guajira,uribia,"(11.68605556, -71.83305556)",50
la guajira,manaure,"(11.70947222, -72.67641667)",2
cesar,chiriguaná,"(9.36102778, -73.59338889)",40
bolívar,talaigua nuevo,"(9.38333333, -74.7)",15
la guajira,riohacha,"(11.53333333, -72.9)",5
la guajira,riohacha,"(11.53333333, -72.9)",5
la guajira,riohacha,"(11.55, -72.9)",4
la guajira,maicao,"(11.63333333, -72.0)",10
la guajira,uribia,"(11.71666667, -72.26666667)",18
la guajira,manaure,"(11.78105556, -72.4635)",1
la guajira,uribia,"(11.81144444, -71.96530556)",120
la guajira,uribia,"(11.81163889, -72.19061111)",100
la guajira,uribia,"(11.89941667, -71.51588889)",115
la guajira,uribia,"(11.93427778, -71.2825)",2
la guajira,uribia,"(12.00988889, -72.18011111)",5
la guajira,uribia,"(12.06947222, -71.3185)",145
la guajira,uribia,"(12.08658333, -72.05019444)",30
la guajira,uribia,"(12.08855556, -71.81930556)",65
la guajira,uribia,"(12.12636111, -71.95227778)",65
la guajira,uribia,"(11.86608056, -72.27882778)",5
la guajira,uribia,"(12.06666667, -71.56666667)",35
la guajira,uribia,"(12.11936111, -71.26869444)",100
la guajira,uribia,"(12.13333333, -71.25)",90
la guajira,uribia,"(12.17888889, -71.28388889)",85
cesar,becerrill,"(9.68666667, -73.24055556)",170
la guajira,uribia,"(12.21836111, -71.45869444)",35
la guajira,uribia,"(12.2, -71.73333333)",50
la guajira,uribia,"(12.2, -71.31666667)",70
la guajira,uribia,"(12.21666667, -72.18333333)",5
la guajira,uribia,"(12.21666667, -71.33333333)",60
la guajira,uribia,"(12.16666667, -71.28333333)",90
cesar,valledupar,"(10.52719444, -73.33636111)",350
norte de santander,ábrego,"(8.03641667, -73.21927778)",1700
norte de santander,ábrego,"(8.03333333, -73.21666667)",1413
norte de santander,ábrego,"(8.03333333, -73.21666667)",1412
norte de santander,cúcuta,"(8.03333333, -72.41666667)",175
norte de santander,cúcuta,"(8.03611111, -72.48361111)",250
antioquia,caucasia,"(8.03666667, -74.94222222)",40
córdoba,la apartada,"(8.05305556, -75.33861111)",50
norte de santander,ábrego,"(8.04416667, -73.19194444)",1380
antioquia,turbo,"(8.05, -76.55)",13
córdoba,tierralta,"(8.05, -76.2)",65
bolívar,santa rosa del sur,"(8.05, -74.08333333)",460
norte de santander,ábrego,"(8.05, -73.23333333)",1300
norte de santander,ábrego,"(8.05, -73.23333333)",1650
norte de santander,ábrego,"(8.05, -73.21666667)",1411
norte de santander,ábrego,"(8.05, -73.21666667)",1412
norte de santander,ábrego,"(8.05, -73.21666667)",1411
norte de santander,cúcuta,"(8.08333333, -72.55)",114
norte de santander,ábrego,"(8.05, -73.21666667)",1412
norte de santander,ábrego,"(8.05, -73.21666667)",1411
norte de santander,ábrego,"(8.05, -73.21666667)",1460
norte de santander,ábrego,"(8.05, -73.18333333)",1412
cesar,chiriguaná,"(9.39702778, -73.48802778)",100
sucre,los palmitos,"(9.39722222, -75.15580556)",150
cesar,chimichagua,"(9.41047222, -73.89041667)",70
córdoba,tierralta,"(8.06666667, -76.33333333)",200
norte de santander,ábrego,"(8.06666667, -73.23333333)",1400
norte de santander,ábrego,"(8.06666667, -73.21666667)",1410
norte de santander,ábrego,"(8.06666667, -73.21666667)",1410
norte de santander,ábrego,"(8.06666667, -73.2)",1200
norte de santander,cúcuta,"(8.06666667, -72.58333333)",116
norte de santander,cúcuta,"(8.06666667, -72.58333333)",116
norte de santander,cúcuta,"(8.06666667, -72.53333333)",120
sucre,tolú viejo,"(9.4, -75.4)",100
sucre,tolú viejo,"(9.437, -75.439)",59
cesar,curumaní,"(9.42327778, -73.41094444)",500
sucre,los palmitos,"(9.43194444, -75.12916667)",200
bolívar,córdoba (bolívar),"(9.43388889, -74.73555556)",16
magdalena,santa bárbara de pinto,"(9.43666667, -74.73916667)",25
sucre,colosó,"(9.47388889, -75.37083333)",100
sucre,tolú,"(9.48527778, -75.5125)",20
sucre,tolú viejo,"(9.48583333, -75.46861111)",20
cesar,astrea,"(9.49294444, -73.97288889)",50
magdalena,santa bárbara de pinto,"(9.41666667, -74.71666667)",15
sucre,los palmitos,"(9.43333333, -75.13333333)",200
magdalena,santa bárbara de pinto,"(9.435, -74.73541667)",16
sucre,ovejas,"(9.46666667, -75.15)",180
bolívar,córdoba (bolívar),"(9.49358333, -74.81538889)",14
sucre,colosó,"(9.5, -75.4)",90
sucre,tolú,"(9.51916667, -75.59111111)",2
sucre,colosó,"(9.53013889, -75.35136111)",200
sucre,chalán,"(9.53861111, -75.3225)",100
cesar,astrea,"(9.55738889, -73.87619444)",40
cesar,la jagua de ibirico,"(9.56216667, -73.33947222)",170
magdalena,santa ana,"(9.58116667, -74.35225)",35
cesar,astrea,"(9.57113889, -73.79472222)",40
bolívar,córdoba (bolívar),"(9.58805556, -74.82527778)",20
cesar,el paso,"(9.60652778, -73.61197222)",30
magdalena,santa bárbara de pinto,"(9.62294444, -74.59563889)",100
la guajira,uribia,"(12.26913889, -71.51277778)",100
la guajira,uribia,"(12.27341667, -71.41588889)",40
sucre,ovejas,"(9.6, -75.2)",285
cesar,el paso,"(9.61666667, -73.8)",50
"archipiélago de san andres, providencia y santa catalina","san andrés (archipiélago de san andrés, providencia y santa catalina)","(12.52725, -81.72622222)",1
la guajira,uribia,"(12.34391667, -71.81919444)",39
la guajira,uribia,"(12.34530556, -71.31197222)",5
"archipiélago de san andres, providencia y santa catalina","san andrés (archipiélago de san andrés, providencia y santa catalina)","(12.481, -81.73044444)",2
"archipiélago de san andres, providencia y santa catalina","san andrés (archipiélago de san andrés, providencia y santa catalina)","(12.53975, -81.72025)",80
"archipiélago de san andres, providencia y santa catalina","san andrés (archipiélago de san andrés, providencia y santa catalina)","(12.54218333, -81.73096944)",1
"archipiélago de san andres, providencia y santa catalina",san andres y  providencia (santa isabel),"(13.32941667, -81.37655556)",12
"archipiélago de san andres, providencia y santa catalina",san andres y  providencia (santa isabel),"(13.34377778, -81.38811111)",95
"archipiélago de san andres, providencia y santa catalina",san andres y  providencia (santa isabel),"(13.35644444, -81.39144444)",12
"archipiélago de san andres, providencia y santa catalina",san andres y  providencia (santa isabel),"(13.35661111, -81.38891667)",12
"archipiélago de san andres, providencia y santa catalina",san andres y  providencia (santa isabel),"(13.36861111, -81.37911111)",2
la guajira,uribia,"(12.35, -71.71666667)",50
"archipiélago de san andres, providencia y santa catalina","san andrés (archipiélago de san andrés, providencia y santa catalina)","(12.56666667, -81.7)",3
"archipiélago de san andres, providencia y santa catalina",san andres y  providencia (santa isabel),"(13.33333333, -81.38333333)",80
"archipiélago de san andres, providencia y santa catalina",san andres y  providencia (santa isabel),"(13.36666667, -81.36666667)",3
la guajira,uribia,"(12.22430556, -71.98288889)",10
antioquia,amalfi,"(6.89861111, -74.90213889)",1100
magdalena,el retén,"(10.61063889, -74.25538889)",26
santander,san vicente de chucurí,"(6.87277778, -73.41083333)",721
antioquia,uramita,"(6.87388889, -76.14958333)",650
santander,barrancabermeja,"(6.87777778, -74.03138889)",100
antioquia,san josé de la montaña,"(6.88047222, -75.67247222)",2373
santander,guaca,"(6.88111111, -72.85833333)",2400
norte de santander,toledo (norte de santander),"(6.86666667, -72.36666667)",1195
antioquia,angostura,"(6.93969444, -75.38083333)",1880
antioquia,angostura,"(6.88305556, -75.33247222)",1650
antioquia,san andrés (antioquia),"(6.88719444, -75.60961111)",2830
antioquia,san andrés (antioquia),"(6.90019444, -75.70483333)",2550
antioquia,amalfi,"(6.90555556, -75.07722222)",1530
antioquia,san andrés (antioquia),"(6.90983333, -75.66986111)",1600
santander,san vicente de chucurí,"(6.91194444, -73.63222222)",216
santander,santa bárbara (santander),"(6.93972222, -72.93166667)",250
la guajira,uribia,"(12.3295, -71.75188889)",100
antioquia,angostura,"(6.88305556, -75.33247222)",1650
arauca,saravena,"(6.9, -71.81666667)",196
santander,piedecuesta,"(6.9125, -73.00222222)",150
arauca,saravena,"(6.91666667, -71.91666667)",250
antioquia,sabanalarga (antioquia),"(6.93333333, -75.76666667)",2100
arauca,arauca,"(6.94027778, -70.26555556)",100
antioquia,yondó (casabe),"(6.95472222, -73.95083333)",80
huila,garzón,"(2.19008333, -75.60505556)",990
córdoba,buenavista (córdoba),"(8.06805556, -75.36138889)",37
norte de santander,cúcuta,"(8.07733333, -72.58388889)",150
arauca,arauquita,"(6.94722222, -71.21916667)",137
antioquia,anorí,"(6.95, -75.2)",1535
arauca,arauquita,"(6.95138889, -71.18611111)",124
norte de santander,cúcuta,"(8.06666667, -72.41666667)",200
bolívar,simití,"(8.08333333, -73.91666667)",73
norte de santander,ábrego,"(8.08333333, -73.21666667)",1411
norte de santander,cúcuta,"(8.08333333, -72.58333333)",114
norte de santander,cúcuta,"(8.08333333, -72.56666667)",115
norte de santander,sardinata,"(8.07666667, -72.80305556)",320
norte de santander,ábrego,"(8.08722222, -73.22305556)",1430
cesar,río de oro,"(8.08875, -73.61877778)",75
norte de santander,ábrego,"(8.08888889, -73.07083333)",1920
antioquia,nechí,"(8.09716667, -74.76944444)",180
cesar,río de oro,"(8.09888889, -73.5075)",228
norte de santander,cúcuta,"(8.08333333, -72.55)",114
norte de santander,cúcuta,"(8.08333333, -72.53333333)",275
córdoba,tierralta,"(8.1, -76.1)",54
antioquia,nechí,"(8.1, -74.83333333)",250
antioquia,nechí,"(8.1, -74.76666667)",25
santander,puerto wilches,"(8.1, -73.78333333)",75
norte de santander,sardinata,"(8.1, -72.8)",320
norte de santander,cúcuta,"(8.1, -72.58333333)",103
cesar,el paso,"(9.64633333, -73.65183333)",45
cesar,el paso,"(9.65697222, -73.74369444)",30
magdalena,san sebastián de buenavista,"(9.68366667, -74.32227778)",50
magdalena,nueva granada,"(9.68377778, -74.32216667)",80
magdalena,plato,"(9.68566667, -74.50486111)",100
cesar,becerrill,"(9.68661111, -73.27919444)",106
bolívar,zambrano,"(9.69944444, -74.81555556)",15
magdalena,santa ana,"(9.70275, -73.95913889)",135
norte de santander,cúcuta,"(8.1, -72.56666667)",120
norte de santander,cúcuta,"(8.1, -72.53333333)",108
norte de santander,cúcuta,"(8.1, -72.53333333)",108
norte de santander,cúcuta,"(8.1, -72.53333333)",113
norte de santander,cúcuta,"(8.1, -72.46666667)",125
antioquia,dabeiba,"(7.0, -76.26666667)",540
bolívar,zambrano,"(9.68333333, -74.9)",25
magdalena,ariguaní (el dificil),"(9.70630556, -73.85944444)",120
bolívar,zambrano,"(9.73166667, -74.83805556)",25
bolívar,zambrano,"(9.74111111, -74.95222222)",80
sucre,san onofre,"(9.75416667, -75.53805556)",55
magdalena,nueva granada,"(9.80175, -74.38855556)",110
bolívar,zambrano,"(9.81444444, -74.85222222)",20
sucre,san onofre,"(9.8175, -75.41833333)",50
sucre,san onofre,"(9.81944444, -75.41027778)",60
sucre,san onofre,"(9.82888889, -75.43277778)",1
sucre,san onofre,"(9.75, -75.58333333)",20
magdalena,ariguaní (el dificil),"(9.76666667, -73.96666667)",90
cesar,el paso,"(9.77605556, -73.74341667)",110
bolívar,el carmén de bolívar,"(9.8, -75.31666667)",60
bolívar,el carmén de bolívar,"(9.81666667, -75.31666667)",60
magdalena,plato,"(9.81666667, -74.83333333)",13
cesar,san diego,"(9.84461111, -73.54769444)",70
cesar,agustín codazzi,"(9.84808333, -73.46219444)",60
cesar,agustín codazzi,"(9.85025, -73.26547222)",100
cesar,agustín codazzi,"(9.85472222, -73.35716667)",150
cesar,agustín codazzi,"(9.83333333, -73.28333333)",50
cesar,agustín codazzi,"(9.83333333, -73.26666667)",120
bolívar,el carmén de bolívar,"(9.85, -75.25)",15
magdalena,ariguaní (el dificil),"(9.85, -74.25)",205
antioquia,amalfi,"(6.959, -75.03836111)",1550
santander,guaca,"(6.96027778, -72.82166667)",2927
santander,girón,"(6.9675, -73.13305556)",950
arauca,arauca,"(6.97416667, -70.85166667)",150
santander,girón,"(6.98333333, -73.13333333)",691
santander,piedecuesta,"(6.98333333, -73.05)",10
arauca,saravena,"(6.98333333, -71.96666667)",210
arauca,arauca,"(6.98333333, -70.11666667)",88
arauca,arauquita,"(6.98916667, -71.10638889)",139
santander,piedecuesta,"(6.98333333, -73.03333333)",602
santander,piedecuesta,"(6.98944444, -73.04111111)",10
antioquia,dabeiba,"(7.00438889, -76.26638889)",650
santander,girón,"(6.9975, -73.23027778)",1280
norte de santander,toledo (norte de santander),"(7.00611111, -72.11583333)",370
antioquia,remedios,"(7.01175, -74.71630556)",643
norte de santander,chitagá,"(7.01388889, -72.68083333)",3320
chocó,riosucio (choco),"(7.0, -77.5)",50
antioquia,murindó,"(7.0, -76.75)",23
santander,girón,"(7.0, -73.18333333)",689
santander,piedecuesta,"(6.99333333, -73.06777778)",10
arauca,arauquita,"(7.00277778, -71.23388889)",145
antioquia,dabeiba,"(7.01666667, -76.26666667)",490
antioquia,san andrés (antioquia),"(7.01666667, -75.65)",600
atlantico,luruaco,"(10.43944444, -75.10833333)",20
bolívar,cartagena de indias,"(10.44722222, -75.51611111)",1
bolívar,cartagena de indias,"(10.44725, -75.51602778)",2
atlantico,manatí,"(10.45358333, -74.95463889)",10
atlantico,candelaria (atlántico),"(10.45511111, -74.88688889)",4
atlantico,manatí,"(10.45, -74.96666667)",8
atlantico,manatí,"(10.45, -74.96666667)",25
cesar,valledupar,"(10.45, -73.23333333)",195
la guajira,la jagua del pilar,"(10.45, -73.15)",100
atlantico,repelón,"(10.43383333, -75.13158333)",15
cundinamarca,guayabetal,"(4.23186389, -73.81876389)",1210
antioquia,yarumal,"(6.95597222, -75.41555556)",2400
santander,guaca,"(7.02777778, -72.80444444)",3824
santander,girón,"(7.02555556, -73.16722222)",777
antioquia,peque,"(7.03333333, -75.93333333)",2440
córdoba,tierralta,"(8.11348333, -76.12793611)",100
cundinamarca,guayabetal,"(4.21605, -73.81568056)",1210
córdoba,montelíbano,"(8.12916667, -75.76)",160
chocó,unguía,"(8.16291667, -77.04041667)",2
norte de santander,cúcuta,"(8.16777778, -72.46861111)",100
cesar,aguachica,"(8.11666667, -73.78333333)",101
cesar,aguachica,"(8.11666667, -73.58333333)",150
antioquia,turbo,"(8.1265, -76.69383333)",50
norte de santander,cúcuta,"(8.13333333, -72.45)",200
norte de santander,cúcuta,"(8.15, -72.48333333)",100
norte de santander,cúcuta,"(8.15, -72.48333333)",102
norte de santander,cúcuta,"(8.15, -72.48333333)",95
norte de santander,ocaña,"(8.16666667, -73.3)",1250
norte de santander,cúcuta,"(8.16666667, -72.51666667)",120
norte de santander,cúcuta,"(8.16666667, -72.48333333)",165
norte de santander,cúcuta,"(8.16666667, -72.46666667)",95
córdoba,planeta rica,"(8.18077778, -75.63227778)",170
cesar,gamarra,"(8.185, -73.75527778)",90
norte de santander,cúcuta,"(8.18555556, -72.36833333)",72
córdoba,tierralta,"(8.18666667, -76.05305556)",100
antioquia,turbo,"(8.18333333, -76.65)",150
norte de santander,el zulia,"(8.18333333, -72.55)",70
norte de santander,cúcuta,"(8.18333333, -72.51666667)",100
córdoba,tierralta,"(8.18705556, -76.06461111)",100
norte de santander,la playa,"(8.19833333, -73.24611111)",1400
norte de santander,cúcuta,"(8.2, -72.55)",78
norte de santander,cúcuta,"(8.2, -72.5)",110
norte de santander,toledo (norte de santander),"(7.01666667, -72.28333333)",650
arauca,arauquita,"(7.02527778, -71.27833333)",148
santander,barrancabermeja,"(7.18333333, -73.85)",90
santander,bucaramanga,"(7.18333333, -73.1)",1200
santander,tona,"(7.18694444, -72.86861111)",3214
norte de santander,silos,"(7.19833333, -72.71277778)",2650
norte de santander,cúcuta,"(7.89877778, -72.48716667)",311
santander,lebrija,"(7.205, -73.29972222)",825
norte de santander,silos,"(7.2075, -72.75333333)",2765
santander,lebrija,"(7.21108333, -73.21788889)",855
santander,matanza,"(7.21333333, -73.06472222)",996
santander,tona,"(7.18333333, -72.91666667)",3330
antioquia,ituango,"(7.2, -75.73333333)",1575
santander,puerto wilches,"(7.2, -73.86666667)",85
antioquia,anorí,"(7.20194444, -75.31577778)",600
antioquia,campamento,"(7.20305556, -75.31891667)",480
santander,barrancabermeja,"(7.20472222, -73.92666667)",86
norte de santander,silos,"(7.2075, -72.75333333)",2765
norte de santander,tibú,"(8.32777778, -72.64638889)",90
sucre,guaranda,"(8.33277778, -74.73555556)",45
córdoba,ayapel,"(8.34055556, -74.86777778)",25
norte de santander,sardinata,"(8.34277778, -72.69361111)",100
norte de santander,puerto santander,"(8.35944444, -72.41)",50
cesar,aguachica,"(8.36305556, -73.5725)",245
antioquia,segovia,"(7.21666667, -74.83333333)",363
santander,barrancabermeja,"(7.21666667, -73.9)",86
santander,lebrija,"(7.21666667, -73.23333333)",331
santander,charta,"(7.21666667, -73.05)",150
bolívar,achí,"(8.33333333, -74.73333333)",25
bolívar,morales (bolívar),"(8.33333333, -73.85)",41
cesar,río de oro,"(8.33333333, -73.35)",1500
norte de santander,tibú,"(8.33333333, -72.65)",140
norte de santander,cúcuta,"(8.35, -72.45)",60
bolívar,san jacinto del cauca,"(8.36638889, -74.56916667)",25
santander,sabana de torres,"(7.4025, -73.435)",109
antioquia,mutatá,"(7.41322222, -76.59961111)",80
antioquia,anorí,"(7.4, -74.91666667)",250
santander,sabana de torres,"(7.4, -73.48333333)",100
santander,sabana de torres,"(7.4, -73.48333333)",100
santander,rionegro (santander),"(7.4, -73.45)",2200
santander,sabana de torres,"(7.4, -73.4)",100
santander,sabana de torres,"(7.4025, -73.435)",109
norte de santander,herrán,"(7.42408333, -72.44219444)",2370
norte de santander,herrán,"(7.42444444, -72.44211111)",2500
magdalena,santa marta,"(11.25358333, -74.13930556)",60
santander,sabana de torres,"(7.45277778, -73.48277778)",110
santander,sabana de torres,"(7.45611111, -73.53722222)",328
antioquia,turbo,"(7.46033333, -76.68955556)",23
chocó,riosucio (choco),"(7.44283333, -77.12125)",2
santander,sabana de torres,"(7.41666667, -73.43333333)",100
santander,lebrija,"(7.41666667, -73.35)",410
santander,sabana de torres,"(7.43333333, -73.48333333)",100
santander,rionegro (santander),"(7.43333333, -73.43333333)",190
norte de santander,herrán,"(7.43333333, -72.45)",2500
antioquia,mutatá,"(7.45, -76.61666667)",150
santander,sabana de torres,"(7.45, -73.45)",170
antioquia,el bagre,"(7.43333333, -74.66666667)",375
santander,el playón,"(7.46472222, -73.20138889)",500
bolívar,el carmén de bolívar,"(9.85527778, -75.31055556)",60
magdalena,ariguaní (el dificil),"(9.861, -74.07672222)",100
bolívar,el carmén de bolívar,"(9.87, -75.29)",60
bolívar,el carmén de bolívar,"(9.87194444, -75.30333333)",90
magdalena,plato,"(9.8725, -74.58038889)",85
bolívar,san jacinto,"(9.87388889, -75.21583333)",60
sucre,san onofre,"(9.87980556, -75.38869444)",10
bolívar,san pablo (bolívar),"(7.46666667, -73.93333333)",64
norte de santander,cúcuta,"(8.2, -72.48333333)",100
bolívar,el carmén de bolívar,"(9.86666667, -75.25)",14
magdalena,tenerife,"(9.90347222, -74.86408333)",13
cesar,valledupar,"(9.90491667, -73.64752778)",50
cesar,becerrill,"(9.91594444, -73.28369444)",80
cesar,agustín codazzi,"(9.91702778, -73.28613889)",80
bolívar,san jacinto,"(9.88333333, -75.25)",90
magdalena,ariguaní (el dificil),"(9.88333333, -74.1)",90
bolívar,maría la baja,"(9.88, -75.33)",37
cesar,agustín codazzi,"(9.88333333, -73.35)",80
bolívar,maría la baja,"(9.9, -75.28333333)",8
cesar,bosconia,"(9.9, -73.85)",100
cesar,valledupar,"(9.9, -73.65)",50
bolívar,maría la baja,"(9.91666667, -75.35)",15
bolívar,maría la baja,"(9.91666667, -75.33333333)",30
bolívar,san juan nepomuceno,"(9.91666667, -74.88333333)",20
cesar,agustín codazzi,"(9.91666667, -73.31666667)",85
bolívar,maría la baja,"(9.91916667, -75.23583333)",60
bolívar,maría la baja,"(9.9275, -75.30916667)",37
magdalena,ariguaní (el dificil),"(9.93097222, -73.95880556)",80
cesar,bosconia,"(9.93008333, -73.95488889)",80
bolívar,maría la baja,"(9.93297222, -75.26238889)",60
norte de santander,cúcuta,"(8.36830556, -72.58611111)",75
bolívar,arenal,"(8.36666667, -74.08333333)",210
norte de santander,sardinata,"(8.36666667, -72.9)",275
norte de santander,tibú,"(8.36666667, -72.68333333)",80
norte de santander,tibú,"(8.36666667, -72.58333333)",140
norte de santander,sardinata,"(8.38333333, -72.93333333)",210
norte de santander,ocaña,"(8.40055556, -73.42333333)",1545
norte de santander,san calixto,"(8.40777778, -73.21361111)",1650
córdoba,planeta rica,"(8.39933333, -75.58372222)",90
antioquia,necoclí,"(8.41505556, -76.62938889)",25
bolívar,arjona,"(10.10083333, -75.4025)",5
antioquia,angostura,"(6.8, -75.38333333)",2430
bolívar,mahates,"(10.15083333, -75.23527778)",8
córdoba,montería,"(8.40797222, -75.91208333)",21
cesar,agustín codazzi,"(10.1, -73.15)",200
bolívar,mahates,"(10.13333333, -75.25)",9
bolívar,mahates,"(10.15, -75.21666667)",20
bolívar,mahates,"(10.15, -75.21666667)",15
cesar,el copey,"(10.15, -74.06666667)",60
cesar,san diego,"(10.15, -73.18333333)",160
cesar,san diego,"(10.15238889, -73.22172222)",140
bolívar,calamar (bolívar),"(10.16452778, -74.94066667)",9
cesar,san diego,"(10.16561111, -73.25833333)",114
santander,suratá,"(7.47388889, -72.99111111)",1850
cesar,san diego,"(10.18416667, -73.31702778)",150
bolívar,arjona,"(10.18438889, -75.28305556)",6
cesar,valledupar,"(10.1855, -73.46711111)",120
cesar,valledupar,"(10.18741667, -73.58519444)",90
cesar,valledupar,"(10.19066667, -73.54738889)",70
cesar,el copey,"(10.19344444, -74.04691667)",107
antioquia,tarazá,"(7.47097222, -75.32802778)",102
cesar,valledupar,"(10.16666667, -73.63333333)",88
cesar,valledupar,"(10.16666667, -73.6)",80
magdalena,algarrobo,"(10.2, -74.05)",105
antioquia,arboletes,"(8.65972222, -76.44583333)",5
bolívar,regidor,"(8.66633333, -73.82080556)",35
córdoba,montería,"(8.6675, -76.12388889)",220
córdoba,san carlos (córdoba),"(8.68194444, -75.75352778)",40
córdoba,san carlos (córdoba),"(8.6975, -75.67777778)",95
cesar,pelaya,"(8.71275, -73.70255556)",40
sucre,majagual,"(8.71888889, -74.71777778)",50
córdoba,montería,"(8.65916667, -75.9725)",30
norte de santander,el tarra,"(8.67638889, -72.94972222)",110
córdoba,montería,"(8.68333333, -76.11666667)",150
sucre,san marcos,"(8.7, -75.18333333)",30
antioquia,san juan de urabá,"(8.71666667, -76.48333333)",2
norte de santander,el carmen (norte de santander),"(8.71666667, -73.46666667)",1500
córdoba,montería,"(8.73333333, -75.85)",18
córdoba,sahagún,"(8.74086111, -75.49883333)",125
córdoba,san carlos (córdoba),"(8.74111111, -75.60141667)",140
antioquia,san juan de urabá,"(8.75522222, -76.53305556)",4
córdoba,san carlos (córdoba),"(8.77277778, -75.74972222)",9
córdoba,canalete,"(8.78694444, -76.23555556)",40
córdoba,canalete,"(8.78697222, -76.23641667)",35
córdoba,montería,"(8.78861111, -75.75138889)",10
córdoba,san carlos (córdoba),"(8.79055556, -75.70138889)",60
sucre,caimito,"(8.79083333, -75.12444444)",20
córdoba,montería,"(8.79388889, -75.86152778)",15
córdoba,montería,"(8.75, -75.88333333)",20
córdoba,montería,"(8.76666667, -75.86666667)",10
córdoba,montería,"(8.78333333, -75.83333333)",13
atlantico,manatí,"(10.46666667, -75.11666667)",7
cesar,pueblo bello,"(10.46666667, -73.56666667)",1260
cesar,valledupar,"(10.48011111, -73.23719444)",160
magdalena,salamina (magdalena),"(10.48752778, -74.79)",15
atlantico,repelón,"(10.48333333, -75.15)",10
atlantico,repelón,"(10.49, -75.12694444)",10
magdalena,santa marta,"(11.08536111, -74.07986111)",20
arauca,arauquita,"(7.03722222, -71.41972222)",100
bolívar,mahates,"(10.20027778, -75.20194444)",10
bolívar,cartagena de indias,"(10.22805556, -75.52305556)",2
santander,betulia (santander),"(7.03888889, -73.34083333)",192
chocó,juradó,"(7.05, -77.65)",200
antioquia,remedios,"(7.05, -74.85)",500
santander,barrancabermeja,"(7.05, -73.86666667)",76
santander,floridablanca,"(7.05, -73.1)",820
arauca,saravena,"(7.05194444, -71.82555556)",142
cesar,el copey,"(10.2, -73.98333333)",125
bolívar,mahates,"(10.20027778, -75.20194444)",10
bolívar,cartagena de indias,"(10.23333333, -75.51666667)",2
bolívar,calamar (bolívar),"(10.23333333, -74.91666667)",10
boyacá,cubará,"(7.03455556, -72.15261111)",374
magdalena,pivijai,"(10.23369444, -74.27325)",100
bolívar,cartagena de indias,"(10.23416667, -75.55111111)",1
bolívar,arroyohondo,"(10.23472222, -74.96897222)",7
bolívar,cartagena de indias,"(10.23766667, -75.51886111)",2
atlantico,repelón,"(10.5, -75.15)",10
magdalena,aracataca,"(10.5, -74.13333333)",55
atlantico,ponedera,"(10.50788889, -74.82227778)",5
atlantico,repelón,"(10.52055556, -75.09627778)",6
atlantico,candelaria (atlántico),"(10.52172222, -74.89077778)",45
magdalena,fundación,"(10.52325, -74.18280556)",55
bolívar,cartagena de indias,"(10.52416667, -75.40138889)",35
magdalena,fundación,"(10.52436111, -74.18222222)",40
cesar,valledupar,"(10.5, -73.28333333)",225
cesar,valledupar,"(10.5, -73.26666667)",250
cesar,valledupar,"(10.15752778, -73.62477778)",80
la guajira,villanueva (la guajira),"(10.5, -73.11666667)",140
la guajira,villanueva (la guajira),"(10.5, -73.11666667)",140
magdalena,pivijai,"(10.51002778, -74.50666667)",20
atlantico,repelón,"(10.51666667, -75.11666667)",9
cesar,valledupar,"(10.51666667, -73.3)",300
