Codigo,Nombre,Categoria,Tecnologia,Estado,Departamento,Municipio,Ubicación,Altitud,Fecha_instalacion,Fecha_suspension,Area Operativa,Corriente,Area Hidrografica,Zona Hidrografica,Subzona hidrografica,Entidad
32070110,AGUAS CLARAS [32070110],Pluviométrica,Convencional,Activa,Meta,Granada (Meta),"(3.47202778, -73.85783333)",520,1989-04-15,,Area Operativa 03 - Meta-Guaviare-Guainía,Anamichu,Orinoco,Guaviare,Río Ariari,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
22017030,BOCAS [22017030],Limnigráfica,Convencional,Activa,Tolima,Rioblanco,"(3.47291667, -75.66555556)",765,1979-12-15,,Area Operativa 10 - Tolima,Blanco,Magdalena Cauca,Saldaña,Alto Saldaña,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
22037010,ESPERANZA LA [22037010],Limnigráfica,Convencional,Activa,Tolima,Rioblanco,"(3.47308333, -75.58094444)",563,1979-12-15,,Area Operativa 10 - Tolima,Mendarco,Magdalena Cauca,Saldaña,Alto Saldaña,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26080310,CALI SEDE IDEAM [26080310],Pluviográfica,Convencional,Activa,Valle del Cauca,Cali,"(3.47597222, -76.52302778)",983,1996-10-15,,Area Operativa 09 - Cauca-Valle-Caldas,Mendarco,Magdalena Cauca,Cauca,Ríos Cali,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
53090030,SILVA [53090030],Pluviométrica,Convencional,Activa,Valle del Cauca,Buenaventura,"(3.47969444, -77.20822222)",31,1980-02-15,,Area Operativa 09 - Cauca-Valle-Caldas,Mendarco,Pacifico,Tapaje - Dagua - Directos,Ríos Cajambre - Mayorquín - Raposo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
32075010,NARANJOS LOS [32075010],Climática Ordinaria,Convencional,Suspendida,Meta,Granada (Meta),"(3.46666667, -73.71666667)",220,1968-03-15,1976-03-15,Area Operativa 03 - Meta-Guaviare-Guainía,Aguacatal,Orinoco,Guaviare,Río Ariari,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
32075040,LA HOLANDA [32075040],Climática Ordinaria,Convencional,Suspendida,Meta,Granada (Meta),"(3.51633333, -73.71602778)",360,1978-11-14 19:00,2019-02-22 4:00,Area Operativa 03 - Meta-Guaviare-Guainía,0,Orinoco,Guaviare,Río Ariari,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26075010,PALMIRA ICA [26075010],Agrometeorológica,Convencional,Activa,Valle del Cauca,Palmira,"(3.51347222, -76.31488889)",118,1930-01-15,,Area Operativa 09 - Cauca-Valle-Caldas,Quebrada Sardinata,Magdalena Cauca,Cauca,Ríos Amaime y Cerrito,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
53100040,QUEREMAL [53100040],Pluviométrica,Convencional,Activa,Valle del Cauca,Dagua,"(3.52625, -76.70888889)",1523,1969-01-15,,Area Operativa 09 - Cauca-Valle-Caldas,Quebrada Sardinata,Pacifico,Tapaje - Dagua - Directos,Dagua - Buenaventura - Bahia Málaga,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26070110,ZAPATA LA [26070110],Pluviométrica,Convencional,Activa,Valle del Cauca,Palmira,"(3.52719444, -76.21083333)",119,1965-03-15,,Area Operativa 09 - Cauca-Valle-Caldas,Quebrada Sardinata,Magdalena Cauca,Cauca,Río Guachal (Bolo - Fraile y Párraga),INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
22015020,RELATOR [22015020],Climática Ordinaria,Convencional,Activa,Tolima,Rioblanco,"(3.52913889, -75.63141667)",1160,1986-12-15,,Area Operativa 10 - Tolima,Quebrada Sardinata,Magdalena Cauca,Saldaña,Alto Saldaña,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
32060020,MESA DE YAMANES [32060020],Pluviométrica,Convencional,Activa,Meta,El Castillo,"(3.53094444, -73.90108333)",600,1969-01-15,,Area Operativa 03 - Meta-Guaviare-Guainía,Quebrada Sardinata,Orinoco,Guaviare,Río Ariari,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26125061,AEROPUERTO EL EDEN - - AUT [26125061],Sinóptica Principal,Automática con Telemetría,Activa,Quindío,Armenia (Quindío),"(4.45472222, -75.76638889)",1229,2016-07-15,,Area Operativa 09 - Cauca-Valle-Caldas,Quebrada Sardinata,Magdalena Cauca,Cauca,Río La Vieja,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21207960,PUENTE PORTILLO [21207960],Limnigráfica,Convencional,Activa,Cundinamarca,Tocaima,"(4.45486111, -74.60852778)",361,1965-04-15,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Bogota,Magdalena Cauca,Alto Magdalena,Río Bogotá,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21217250,BOCATOMA [21217250],Limnigráfica,Convencional,Activa,Tolima,Ibagué,"(4.46313889, -75.26016667)",1509,1983-06-15,,Area Operativa 10 - Tolima,Quebrada Cay,Magdalena Cauca,Alto Magdalena,Río Coello,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21201310,PREVENTORIO INFANT [21201310],Pluviométrica,Convencional,Activa,Cundinamarca,Sibaté,"(4.46544444, -74.2675)",2650,1985-03-15,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Quebrada Cay,Magdalena Cauca,Alto Magdalena,Río Bogotá,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21210160,DARIEN EL [21210160],Pluviográfica,Convencional,Suspendida,Tolima,Ibagué,"(4.46666667, -75.30427778)",1920,1984-09-15,2018-06-20 11:05,Area Operativa 10 - Tolima,0,Magdalena Cauca,Alto Magdalena,Río Coello,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26115050,GRAMAS LAS [26115050],Climática Ordinaria,Convencional,Suspendida,Valle del Cauca,Roldanillo,"(4.46666667, -76.11666667)",940,1967-07-15,1983-08-15,Area Operativa 09 - Cauca-Valle-Caldas,Quebrada Cay,Magdalena Cauca,Cauca,Rios Pescador - RUT - Chanco - Catarina y Cañaveral,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26110060,HIGUERON [26110060],Pluviométrica,Convencional,Suspendida,Valle del Cauca,Roldanillo,"(4.46666667, -76.11666667)",915,1967-07-15,2002-03-15,Area Operativa 09 - Cauca-Valle-Caldas,Quebrada Cay,Magdalena Cauca,Cauca,Rios Pescador - RUT - Chanco - Catarina y Cañaveral,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26117070,CANDELARIA [26117070],Limnimétrica,Convencional,Suspendida,Valle del Cauca,Roldanillo,"(4.46666667, -76.08333333)",916,1971-04-15,2003-08-15,Area Operativa 09 - Cauca-Valle-Caldas,Cauca,Magdalena Cauca,Cauca,Rios Pescador - RUT - Chanco - Catarina y Cañaveral,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
35070300,TENZA [35070300],Pluviométrica,Convencional,Suspendida,Boyacá,Tenza,"(5.08333333, -73.41666667)",1507,1962-03-15,1970-12-15,Area Operativa 06 - Boyacá-Casanare-Vichada,Lengupa,Orinoco,Meta,Río Garagoa,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
35027140,PUENTE CARRETERA  - AUT [35027140],Limnigráfica,Automática con Telemetría,Activa,Meta,Villavicencio,"(4.07019444, -73.7625)",575,1968-04-14 19:00,,Area Operativa 03 - Meta-Guaviare-Guainía,Guayuriba,Orinoco,Meta,Río Guayuriba,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21217220,SAN VICENTE DEL COMBEIMA [21217220],Limnimétrica,Automática con Telemetría,Activa,Tolima,Ibagué,"(4.54013889, -75.31452778)",1750,1983-06-15,,Area Operativa 10 - Tolima,Combeima,Magdalena Cauca,Alto Magdalena,Río Coello,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21240030,SAN JUAN DE CHINA [21240030],Pluviométrica,Convencional,Activa,Tolima,Ibagué,"(4.54244444, -75.07538889)",1980,1986-11-15,,Area Operativa 10 - Tolima,Combeima,Magdalena Cauca,Alto Magdalena,Río Totare,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
34015010,LAS GAVIOTAS [34015010],Climática Principal,Convencional,Activa,Vichada,Cumaribo,"(4.55394444, -70.93011111)",171,1967-08-14 19:00,,Area Operativa 03 - Meta-Guaviare-Guainía,0,Orinoco,Tomo,Alto Río Tomo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21210020,JUNTAS LAS [21210020],Pluviográfica,Convencional,Activa,Tolima,Ibagué,"(4.55630556, -75.32163889)",1765,1971-08-15,,Area Operativa 10 - Tolima,Canal Intercept,Magdalena Cauca,Alto Magdalena,Río Coello,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
35097080,CEIBAL EL [35097080],Limnimétrica,Convencional,Activa,Boyacá,Páez,"(5.08138889, -73.03416667)",700,1981-09-15,,Area Operativa 06 - Boyacá-Casanare-Vichada,Upia,Orinoco,Meta,Río Upía,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
35087020,PAEZ [35087020],Limnigráfica,Convencional,Activa,Boyacá,Campohermoso,"(5.08261111, -73.06841667)",873,1975-12-15,,Area Operativa 06 - Boyacá-Casanare-Vichada,Lengupa,Orinoco,Meta,Río Lengupá,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
34015020,GAVIOTAS LAS [34015020],Radio Sonda,Convencional,Suspendida,Vichada,Cumaribo,"(4.55394444, -70.93011111)",171,1973-08-15,2008-12-11,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Canal Intercept,Orinoco,Tomo,Alto Río Tomo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26155120,AEROPUERTO SANTAGUEDA [26155120],Climática Principal,Convencional,Suspendida,Caldas,Palestina (Caldas),"(5.08333333, -75.68333333)",933,1949-01-15,1990-01-15,Area Operativa 09 - Cauca-Valle-Caldas,Lengupa,Magdalena Cauca,Cauca,Río Chinchiná,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
35070380,ROSALES LOS [35070380],Pluviométrica,Convencional,Suspendida,Cundinamarca,Machetá,"(5.08333333, -73.61666667)",2400,1965-07-15,1971-10-15,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Lengupa,Orinoco,Meta,Río Garagoa,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
35070370,BELEN [35070370],Pluviométrica,Convencional,Suspendida,Cundinamarca,Machetá,"(5.08333333, -73.56666667)",1630,1962-05-15,1971-10-15,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Lengupa,Orinoco,Meta,Río Garagoa,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
35070280,TENZA [35070280],Pluviográfica,Convencional,Suspendida,Boyacá,Tenza,"(5.08333333, -73.41666667)",1507,1962-03-15,1971-10-15,Area Operativa 06 - Boyacá-Casanare-Vichada,Lengupa,Orinoco,Meta,Río Garagoa,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
35070250,TENZA [35070250],Pluviométrica,Convencional,Suspendida,Boyacá,Tenza,"(5.08333333, -73.41666667)",1507,1962-03-15,1968-09-15,Area Operativa 06 - Boyacá-Casanare-Vichada,Lengupa,Orinoco,Meta,Río Garagoa,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
35070290,TENZA [35070290],Pluviométrica,Convencional,Suspendida,Boyacá,Tenza,"(5.08333333, -73.41666667)",1507,1929-08-15,1941-05-15,Area Operativa 06 - Boyacá-Casanare-Vichada,Lengupa,Orinoco,Meta,Río Garagoa,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21206010,LORETOKI HACIENDA [21206010],Meteorológica Especial,Convencional,Activa,Cundinamarca,Suesca,"(5.08902778, -73.80275)",2550,1977-02-15,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Lengupa,Magdalena Cauca,Alto Magdalena,Río Bogotá,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
35190070,SAN JOSE [35190070],Pluviométrica,Convencional,Activa,Casanare,Aguazul,"(5.09191667, -72.45858333)",190,1974-11-15,,Area Operativa 06 - Boyacá-Casanare-Vichada,Lengupa,Orinoco,Meta,Río Cusiana,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
35080050,PAEZ [35080050],Pluviográfica,Convencional,Activa,Boyacá,Páez,"(5.09636111, -73.05322222)",1350,1975-11-15,,Area Operativa 06 - Boyacá-Casanare-Vichada,Lengupa,Orinoco,Meta,Río Lengupá,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
54020010,ANDAGOYA [54020010],Pluviométrica,Convencional,Activa,Chocó,Medio San Juan,"(5.09766667, -76.6965)",62,1915-01-15,,Area Operativa 09 - Cauca-Valle-Caldas,Lengupa,Pacifico,San Juán,Río Tamaná y otros Directos San Juan,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
31015010,EL TRUENO [31015010],Climática Ordinaria,Convencional,Activa,Guaviare,El Retorno,"(2.37277778, -72.64)",150,1982-05-14 19:00,,Area Operativa 03 - Meta-Guaviare-Guainía,0,Orinoco,Inírida,Río Inírida Alto,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
35087030,PUENTE FORERO [35087030],Limnimétrica,Convencional,Activa,Boyacá,Garagoa,"(5.10020556, -73.25025)",1686,1979-11-15,,Area Operativa 06 - Boyacá-Casanare-Vichada,Tunjita,Orinoco,Meta,Río Lengupá,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
35080100,PUENTE FORERO [35080100],Pluviométrica,Convencional,Activa,Boyacá,Garagoa,"(5.10138889, -73.25141667)",1790,1977-06-15,,Area Operativa 06 - Boyacá-Casanare-Vichada,Tunjita,Orinoco,Meta,Río Lengupá,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
54027020,BOCAS DE IRO [54027020],Limnigráfica,Convencional,Activa,Chocó,Condoto,"(5.10552778, -76.683)",53,1973-07-15,,Area Operativa 09 - Cauca-Valle-Caldas,Condoto,Pacifico,San Juán,Río Tamaná y otros Directos San Juan,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
32020010,BOCAS DEL DUDA [32020010],Pluviométrica,Convencional,Suspendida,Meta,La Macarena,"(2.53333333, -73.93333333)",377,1983-06-15,1983-10-15,Area Operativa 03 - Meta-Guaviare-Guainía,Sucio,Orinoco,Guaviare,Río Guayabero,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26150060,ARAUCA [26150060],Pluviométrica,Convencional,Activa,Caldas,Palestina (Caldas),"(5.10852778, -75.70166667)",917,1962-02-15,,Area Operativa 09 - Cauca-Valle-Caldas,Condoto,Magdalena Cauca,Cauca,Río Otún y otros directos al Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26160120,CRISTALINA LA [26160120],Pluviométrica,Convencional,Activa,Caldas,Neira,"(5.19219444, -75.43577778)",2411,1970-09-15,,Area Operativa 09 - Cauca-Valle-Caldas,Negro,Magdalena Cauca,Cauca,Rio Tapias y otros directos al Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
32040020,ISLA DEL MUERTO [32040020],Pluviométrica,Convencional,Activa,Guaviare,San José Del Guaviare,"(2.37427778, -73.16638889)",184,1983-06-15,,Area Operativa 03 - Meta-Guaviare-Guainía,Negro,Orinoco,Guaviare,Alto Guaviare,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26157090,PLAYA LA [26157090],Limnimétrica,Convencional,Suspendida,Caldas,Manizales,"(5.1, -75.51666667)",250,1984-07-15,1996-04-15,Area Operativa 09 - Cauca-Valle-Caldas,Quebrada Olivares,Magdalena Cauca,Cauca,Río Chinchiná,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
35085030,PAEZ [35085030],Climática Ordinaria,Convencional,Suspendida,Boyacá,Páez,"(5.1, -73.05)",1475,1972-02-15,1975-12-15,Area Operativa 06 - Boyacá-Casanare-Vichada,Quebrada Olivares,Orinoco,Meta,Río Lengupá,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26010050,LOMA REDONDA [26010050],Pluviométrica,Convencional,Suspendida,Cauca,Puracé (Coconuco),"(2.36666667, -76.36666667)",3305,1969-10-15,2000-12-15,Area Operativa 09 - Cauca-Valle-Caldas,Negro,Magdalena Cauca,Cauca,Alto Río Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
52017110,PUENTE CARRETERA  - AUT [52017110],Limnigráfica,Automática con Telemetría,Activa,Cauca,El Tambo (Cauca),"(2.32836111, -76.84822222)",892,1994-10-14 19:00,,Area Operativa 09 - Cauca-Valle-Caldas,Quilcase,Pacifico,Patía,Río Patia Alto,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26010030,PURACE [26010030],Pluviométrica,Convencional,Activa,Cauca,Puracé (Coconuco),"(2.38086111, -76.45477778)",2652,1959-05-15,,Area Operativa 09 - Cauca-Valle-Caldas,Negro,Magdalena Cauca,Cauca,Alto Río Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
32037010,LA BALSORA [32037010],Limnimétrica,Convencional,Activa,Meta,La Macarena,"(2.43838889, -73.93227778)",248,1983-02-14 19:00,,Area Operativa 03 - Meta-Guaviare-Guainía,Guayabero,Orinoco,Guaviare,Río Guayabero,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21060070,GIGANTE 2 [21060070],Pluviométrica,Convencional,Activa,Huila,Gigante,"(2.38891667, -75.53808333)",850,1971-04-15,,Area Operativa 04 - Huila-Caquetá,Hondo,Magdalena Cauca,Alto Magdalena,Ríos directos Magdalena (md),INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26017030,BOCATOMA-FLORIDA [26017030],Limnimétrica,Convencional,Activa,Cauca,Puracé (Coconuco),"(2.41427778, -76.50861111)",215,1968-07-15,,Area Operativa 09 - Cauca-Valle-Caldas,Cauca,Magdalena Cauca,Cauca,Alto Río Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26017110,BOCATOMA-VINAGRE [26017110],Limnimétrica,Convencional,Activa,Cauca,Puracé (Coconuco),"(2.41636111, -76.50877778)",221,1969-10-15,,Area Operativa 09 - Cauca-Valle-Caldas,Vinagre,Magdalena Cauca,Cauca,Alto Río Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21100140,ARCADIA LA [21100140],Pluviométrica,Convencional,Activa,Huila,Algeciras,"(2.43480556, -75.40088889)",1380,1976-10-15,,Area Operativa 04 - Huila-Caquetá,Cauca,Magdalena Cauca,Alto Magdalena,Rio Neiva,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
53020010,CHARCO EL [53020010],Pluviométrica,Convencional,Activa,Nariño,El Charco,"(2.44188889, -78.09133333)",50,1983-09-15,,Area Operativa 07 - Nariño-Putumayo,Guayabero,Pacifico,Tapaje - Dagua - Directos,Río Tapaje,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21050310,ESCUELA RIOSUCIO  2 [21050310],Pluviométrica,Convencional,Activa,Cauca,Inzá,"(2.44683333, -76.16891667)",2750,1983-10-15,,Area Operativa 04 - Huila-Caquetá,Guayabero,Magdalena Cauca,Alto Magdalena,Río Páez,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26017040,PUENTE CARRETERA [26017040],Limnimétrica,Convencional,Activa,Cauca,Popayán,"(2.44772222, -76.51397222)",2,1963-11-15,,Area Operativa 09 - Cauca-Valle-Caldas,Piedras,Magdalena Cauca,Cauca,Alto Río Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26015040,ARRAYANALES - AUT [26015040],Climática Principal,Automática sin Telemetría,Activa,Cauca,Popayán,"(2.44804111, -76.43574694)",2552,2010-05-24,,Area Operativa 09 - Cauca-Valle-Caldas,Piedras,Magdalena Cauca,Cauca,Alto Río Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26010070,LAGUNA SAN RAFAEL [26010070],Pluviométrica,Convencional,Suspendida,Cauca,Puracé (Coconuco),"(2.38333333, -76.38333333)",3420,1970-02-15,2000-12-15,Area Operativa 09 - Cauca-Valle-Caldas,Hondo,Magdalena Cauca,Cauca,Alto Río Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21060030,GIGANTE 1 [21060030],Pluviométrica,Convencional,Suspendida,Huila,Gigante,"(2.4, -75.55)",1332,1958-11-15,1971-08-15,Area Operativa 04 - Huila-Caquetá,Hondo,Magdalena Cauca,Alto Magdalena,Ríos directos Magdalena (md),INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
53070110,PIEDRAS LAS [53070110],Pluviográfica,Convencional,Suspendida,Cauca,El Tambo (Cauca),"(2.41666667, -77.18333333)",500,1967-01-15,1976-01-15,Area Operativa 07 - Nariño-Putumayo,Vinagre,Pacifico,Tapaje - Dagua - Directos,Río San Juan del Micay,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26027260,FLORIDA LA [26027260],Limnimétrica,Convencional,Suspendida,Cauca,Popayán,"(2.43333333, -76.36666667)",1980,1968-03-15,1971-01-15,Area Operativa 09 - Cauca-Valle-Caldas,Cauca,Magdalena Cauca,Cauca,Río Palacé,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
32030010,BALSORA LA [32030010],Pluviométrica,Convencional,Suspendida,Meta,La Macarena,"(2.43838889, -73.93227778)",248,1983-06-15,1983-12-15,Area Operativa 03 - Meta-Guaviare-Guainía,Guayabero,Orinoco,Guaviare,Río Guayabero,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26030050,TAMBO [26030050],Pluviométrica,Convencional,Activa,Cauca,El Tambo (Cauca),"(2.45597222, -76.81111111)",1742,1953-01-15,,Area Operativa 09 - Cauca-Valle-Caldas,Aguacolorada,Magdalena Cauca,Cauca,Rio Salado y otros directos Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21050240,SANTA TERESA [21050240],Pluviométrica,Convencional,Activa,Cauca,Inzá,"(2.46061111, -76.05419444)",1600,1975-11-15,,Area Operativa 04 - Huila-Caquetá,Paez,Magdalena Cauca,Alto Magdalena,Río Páez,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
24037290,PUENTE CHAMEZA  - AUT [24037290],Limnigráfica,Automática con Telemetría,Activa,Boyacá,Sogamoso,"(5.75988889, -72.90652778)",2490,1971-02-14 19:00,,Area Operativa 06 - Boyacá-Casanare-Vichada,Chicamocha,Magdalena Cauca,Sogamoso,Río Chicamocha,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
32060060,CALIME [32060060],Pluviométrica,Convencional,Activa,Meta,El Dorado,"(3.74233333, -73.83469444)",800,1978-07-15,,Area Operativa 03 - Meta-Guaviare-Guainía,Magdalena,Orinoco,Guaviare,Río Ariari,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26020180,SATE [26020180],Pluviométrica,Convencional,Activa,Cauca,Popayán,"(2.49625, -76.63836111)",1742,1970-05-15,,Area Operativa 09 - Cauca-Valle-Caldas,Hondo,Magdalena Cauca,Cauca,Alto Río Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21050250,ALTAMIRA [21050250],Pluviométrica,Convencional,Activa,Cauca,Inzá,"(2.501, -76.09516667)",2235,1975-11-15,,Area Operativa 04 - Huila-Caquetá,Quebrada Sate,Magdalena Cauca,Alto Magdalena,Río Páez,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
53010020,MOSQUERA [53010020],Pluviométrica,Convencional,Activa,Nariño,Mosquera (Nariño),"(2.50508333, -78.45452778)",10,1983-09-15,,Area Operativa 07 - Nariño-Putumayo,Magdalena,Pacifico,Patía,Río Patia Bajo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
53047010,SANGARAL [53047010],Limnigráfica,Automática con Telemetría,Activa,Cauca,Guapi,"(2.50736111, -77.69325)",150,1981-02-15,,Area Operativa 07 - Nariño-Putumayo,Napi,Pacifico,Tapaje - Dagua - Directos,Río Guapi,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26017050,PUENTE CARRETERA [26017050],Limnimétrica,Convencional,Suspendida,Cauca,Popayán,"(2.45, -76.55)",25,1969-04-15,1973-06-15,Area Operativa 09 - Cauca-Valle-Caldas,Aguacolorada,Magdalena Cauca,Cauca,Alto Río Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26035070,CARPINTERIAS HACIENDA [26035070],Climática Ordinaria,Convencional,Suspendida,Cauca,El Tambo (Cauca),"(2.46666667, -76.93333333)",2500,1992-08-15,2002-10-15,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena,Pacifico,Patía,Río Patia Alto,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26020440,CAMP CEDELCA [26020440],Pluviométrica,Convencional,Suspendida,Cauca,Popayán,"(2.46666667, -76.66666667)",1730,1970-02-15,1975-12-15,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena,Magdalena Cauca,Cauca,Alto Río Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26027220,PUENTE CARRETERA [26027220],Limnimétrica,Convencional,Suspendida,Cauca,Popayán,"(2.5, -76.66666667)",1470,1970-05-15,2003-08-15,Area Operativa 09 - Cauca-Valle-Caldas,Quebrada Sate,Magdalena Cauca,Cauca,Alto Río Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
